task_id,category,gold_label,predicted_label,label_correct,verifier_valid,trace_grounded,direct_f1,closure_f1,first_violation_step,num_violations,num_formula_violations,question,gold_relations,pred_edges,answer
te3_test_CNN_20130322_1003_l38,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
State police arrested both men in early August on charges of insurance fraud, conspiracy and filing a false report. Raymond Roth on Thursday agreed to plead guilty to the conspiracy charge in exchange for a sentence of 90 days in jail and five years' probation, the district attorney's office said. He also must pay restitution for the cost of the search -- $27,445 to the U.S. Coast Guard and $9,109 to the Nassau County Police Department.

Determine the temporal relation between the following event mentions.
- plead [ei24]
- said [ei27]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""plead [ei24]"", ""said [ei27]"", ""BEFORE""]]","[[""plead [ei24]"", ""said [ei27]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l39,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
State police arrested both men in early August on charges of insurance fraud, conspiracy and filing a false report. Raymond Roth on Thursday agreed to plead guilty to the conspiracy charge in exchange for a sentence of 90 days in jail and five years' probation, the district attorney's office said. He also must pay restitution for the cost of the search -- $27,445 to the U.S. Coast Guard and $9,109 to the Nassau County Police Department.

Determine the temporal relation between the following event mentions.
- charge [ei25]
- said [ei27]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""charge [ei25]"", ""said [ei27]"", ""BEFORE""]]","[[""charge [ei25]"", ""said [ei27]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l40,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
State police arrested both men in early August on charges of insurance fraud, conspiracy and filing a false report. Raymond Roth on Thursday agreed to plead guilty to the conspiracy charge in exchange for a sentence of 90 days in jail and five years' probation, the district attorney's office said. He also must pay restitution for the cost of the search -- $27,445 to the U.S. Coast Guard and $9,109 to the Nassau County Police Department.

Determine the temporal relation between the following event mentions.
- sentence [ei26]
- said [ei27]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""sentence [ei26]"", ""said [ei27]"", ""BEFORE""]]","[[""sentence [ei26]"", ""said [ei27]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l43,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
State police arrested both men in early August on charges of insurance fraud, conspiracy and filing a false report. Raymond Roth on Thursday agreed to plead guilty to the conspiracy charge in exchange for a sentence of 90 days in jail and five years' probation, the district attorney's office said. He also must pay restitution for the cost of the search -- $27,445 to the U.S. Coast Guard and $9,109 to the Nassau County Police Department.

Determine the temporal relation between the following event mentions.
- search [ei29]
- pay [ei28]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""search [ei29]"", ""pay [ei28]"", ""BEFORE""]]","[[""pay [ei28]"", ""search [ei29]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l47,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
State police arrested both men in early August on charges of insurance fraud, conspiracy and filing a false report. Raymond Roth on Thursday agreed to plead guilty to the conspiracy charge in exchange for a sentence of 90 days in jail and five years' probation, the district attorney's office said. He also must pay restitution for the cost of the search -- $27,445 to the U.S. Coast Guard and $9,109 to the Nassau County Police Department. Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- pay [ei28]
- told [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""pay [ei28]"", ""told [ei30]"", ""AFTER""]]","[[""told [ei30]"", ""pay [ei28]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l48,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- thought [ei31]
- told [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""thought [ei31]"", ""told [ei30]"", ""AFTER""]]","[[""thought [ei31]"", ""told [ei30]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l49,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- devised [ei32]
- told [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""devised [ei32]"", ""told [ei30]"", ""AFTER""]]","[[""devised [ei32]"", ""told [ei30]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l50,tempeval_relation,AFTER,BEFORE,0,1,0,0.0,0.0,1,1,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- fired [ei33]
- told [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""fired [ei33]"", ""told [ei30]"", ""AFTER""]]","[[""fired [ei33]"", ""told [ei30]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l52,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- told [ei30]
- said [ei34]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""told [ei30]"", ""said [ei34]"", ""SIMULTANEOUS""]]","[[""told [ei30]"", ""said [ei34]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l52012,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- unaware [ei2003]
- said [ei34]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""unaware [ei2003]"", ""said [ei34]"", ""BEFORE""]]","[[""unaware [ei2003]"", ""said [ei34]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l526,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- ruse [ei35]
- unaware [ei2003]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""ruse [ei35]"", ""unaware [ei2003]"", ""BEFORE""]]","[[""ruse [ei35]"", ""unaware [ei2003]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l53,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- ruse [ei35]
- said [ei34]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""ruse [ei35]"", ""said [ei34]"", ""BEFORE""]]","[[""said [ei34]"", ""ruse [ei35]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l54,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence.

Determine the temporal relation between the following event mentions.
- uncovered [ei36]
- said [ei34]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""uncovered [ei36]"", ""said [ei34]"", ""BEFORE""]]","[[""said [ei34]"", ""uncovered [ei36]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l56,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July. Her attorney, Lenard Leeds, said she had been unaware of the ruse before she uncovered the e-mail correspondence. ""There needs to be a way for me to find out how things are going. Call me Sunday night at 8 PM at the resort,"" Raymond Roth wrote in an e-mail to his son the day before the son reported him missing.

Determine the temporal relation between the following event mentions.
- said [ei34]
- find [ei37]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei34]"", ""find [ei37]"", ""BEFORE""]]","[[""said [ei34]"", ""find [ei37]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l57,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
""There needs to be a way for me to find out how things are going. Call me Sunday night at 8 PM at the resort,"" Raymond Roth wrote in an e-mail to his son the day before the son reported him missing.

Determine the temporal relation between the following event mentions.
- going [ei38]
- find [ei37]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""going [ei38]"", ""find [ei37]"", ""BEFORE""]]","[[""going [ei38]"", ""find [ei37]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l62,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
""There needs to be a way for me to find out how things are going. Call me Sunday night at 8 PM at the resort,"" Raymond Roth wrote in an e-mail to his son the day before the son reported him missing.

Determine the temporal relation between the following event mentions.
- find [ei37]
- wrote [ei40]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""find [ei37]"", ""wrote [ei40]"", ""BEFORE""]]","[[""wrote [ei40]"", ""find [ei37]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l63,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
""There needs to be a way for me to find out how things are going. Call me Sunday night at 8 PM at the resort,"" Raymond Roth wrote in an e-mail to his son the day before the son reported him missing.

Determine the temporal relation between the following event mentions.
- Call [ei39]
- wrote [ei40]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""Call [ei39]"", ""wrote [ei40]"", ""BEFORE""]]","[[""wrote [ei40]"", ""Call [ei39]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l67,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
""There needs to be a way for me to find out how things are going. Call me Sunday night at 8 PM at the resort,"" Raymond Roth wrote in an e-mail to his son the day before the son reported him missing. The son's case is still pending, the district attorney said. Jonathan Roth's attorney, Joey Jackson, defended his client after his arrest, saying, ""There was abuse here, manipulation here, coercion here"" from the father.

Determine the temporal relation between the following event mentions.
- wrote [ei40]
- said [ei44]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""wrote [ei40]"", ""said [ei44]"", ""BEFORE""]]","[[""wrote [ei40]"", ""said [ei44]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l71,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
The son's case is still pending, the district attorney said. Jonathan Roth's attorney, Joey Jackson, defended his client after his arrest, saying, ""There was abuse here, manipulation here, coercion here"" from the father.

Determine the temporal relation between the following event mentions.
- said [ei44]
- defended [ei45]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei44]"", ""defended [ei45]"", ""AFTER""]]","[[""said [ei44]"", ""defended [ei45]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l72,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
New York man admits faking his death

Passage:
The son's case is still pending, the district attorney said. Jonathan Roth's attorney, Joey Jackson, defended his client after his arrest, saying, ""There was abuse here, manipulation here, coercion here"" from the father.

Determine the temporal relation between the following event mentions.
- arrest [ei46]
- defended [ei45]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""arrest [ei46]"", ""defended [ei45]"", ""BEFORE""]]","[[""arrest [ei46]"", ""defended [ei45]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_1003_l73,tempeval_relation,SIMULTANEOUS,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
New York man admits faking his death

Passage:
The son's case is still pending, the district attorney said. Jonathan Roth's attorney, Joey Jackson, defended his client after his arrest, saying, ""There was abuse here, manipulation here, coercion here"" from the father.

Determine the temporal relation between the following event mentions.
- saying [ei47]
- defended [ei45]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""saying [ei47]"", ""defended [ei45]"", ""SIMULTANEOUS""]]","[[""defended [ei45]"", ""saying [ei47]"", ""BEFORE""]]",BEFORE
